md5_email|date_test|V00|V01|V02|V03|V04|V05|V06|V07|V08|V09|V10|V11|V12|V13|V14|V15|V16|V17|V18|V19|V20|V21|V22|V23|V24|V25|V26|V27|V28|V29|V30|V31|V32|V33|V34|V35|V36|V37|V38|V39|V40|V41|V42|V43|V44|V45|V46|V47|V48|V49|V50|V51|V52|V53|V54|V55|V56|V57|V58|V59|V60
bd7e3ddec77f982535c4f6223932842a|6/24/2010 10:18|1|4.2|3.4|1.8|2.6|3.4|2.6|3.4|2.6|3.4|3.4|2.6|3.4|3.4|3.4|2.6|3.4|2.6|2.6|2.6|2.6|2.6|2.6|3.4|3.4|1|3.4|2.6|2.6|3.4|3.4|2.6|2.6|2.6|3.4|1.8|4.2|1.8|4.2|3.4|2.6|4.2|3.4|1.8|3.4|4.2|1.8|2.6|1.8|3.4|3.4|3.4|1.8|4.2|4.2|4.2|3.4|2.6|3.4|4.2|1.8
391df13969807b924a59610d4cba58f0|6/25/2010 14:17|1|3.4|4.2|1.8|5|5|5|2.6|4.2|4.2|3.4|3.4|4.2|4.2|4.2|4.2|4.2|5|4.2|4.2|1.8|3.4|5|5|3.4|2.6|4.2|4.2|4.2|3.4|3.4|5|3.4|5|5|3.4|4.2|2.6|4.2|4.2|4.2|3.4|4.2|3.4|3.4|4.2|3.4|4.2|3.4|4.2|3.4|2.6|4.2|5|4.2|2.6|2.6|4.2|4.2|2.6|4.2
ed387ee97efa663113e14a5e7ce11d2b|6/27/2010 21:27|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
ed387ee97efa663113e14a5e7ce11d2b|6/28/2010 12:48|1|4.2|4.2|1.8|4.2|4.2|3.4|3.4|3.4|4.2|4.2|3.4|3.4|3.4|4.2|3.4|4.2|4.2|4.2|2.6|1.8|3.4|4.2|3.4|3.4|4.2|4.2|3.4|4.2|2.6|2.6|3.4|4.2|4.2|4.2|4.2|4.2|2.6|5|4.2|4.2|4.2|4.2|4.2|5|4.2|4.2|4.2|4.2|4.2|4.2|2.6|3.4|5|5|4.2|4.2|5|5|4.2|4.2
4dea96be7f0f96c6a84aeb1f4e6b27ae|6/30/2010 8:33|1|4.2|2.6|1.8|5|4.2|4.2|4.2|4.2|4.2|4.2|3.4|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|2.6|3.4|5|4.2|4.2|4.2|4.2|2.6|3.4|2.6|3.4|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|3.4|4.2|4.2|3.4|4.2|4.2|4.2|4.2|4.2|4.2|3.4|5|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2
850badc25da1b101f6fd1fa57e636865|7/10/2010 6:52|1|2.6|3.4|2.6|4.2|4.2|4.2|4.2|2.6|3.4|2.6|2.6|1.8|1.8|1.8|3.4|2.6|4.2|4.2|1.8|1.8|3.4|3.4|4.2|3.4|1|2.6|2.6|4.2|3.4|2.6|4.2|2.6|4.2|4.2|4.2|3.4|4.2|3.4|2.6|4.2|4.2|4.2|4.2|2.6|3.4|4.2|4.2|3.4|3.4|3.4|1.8|4.2|5|3.4|1.8|4.2|2.6|2.6|3.4|4.2
c0ccab33634c137cf59a17e9587bee5f|7/14/2010 15:42|1|4.2|4.2|1|5|4.2|3.4|4.2|5|5|5|2.6|5|4.2|5|5|4.2|5|4.2|4.2|1|4.2|5|4.2|4.2|1|5|5|3.4|1|4.2|3.4|3.4|4.2|4.2|3.4|5|3.4|5|4.2|5|4.2|5|4.2|5|4.2|5|4.2|5|5|4.2|5|5|5|5|5|4.2|5|5|5|5
5952a4261c449ed31ec464e85c7b7e4b|8/3/2010 15:19|1|3.4|3.4|1.8|5|3.4|3.4|3.4|2.6|3.4|4.2|4.2|3.4|4.2|3.4|3.4|3.4|2.6|4.2|3.4|4.2|4.2|4.2|3.4|3.4|2.6|4.2|3.4|3.4|3.4|3.4|5|3.4|3.4|4.2|4.2|3.4|4.2|5|4.2|3.4|5|4.2|3.4|3.4|4.2|3.4|3.4|3.4|5|4.2|3.4|4.2|3.4|4.2|1.8|3.4|3.4|3.4|4.2|2.6
b17c5d08af9de6e34ed22123decf0333|8/3/2010 15:26|1|1.8|4.2|1.8|5|3.4|5|4.2|3.4|5|5|3.4|4.2|5|4.2|4.2|5|4.2|4.2|4.2|2.6|2.6|4.2|4.2|5|1.8|5|3.4|4.2|4.2|5|4.2|4.2|5|4.2|4.2|3.4|5|4.2|3.4|3.4|3.4|5|4.2|1.8|4.2|3.4|4.2|4.2|3.4|2.6|2.6|3.4|4.2|3.4|2.6|4.2|4.2|2.6|5|4.2
dafc4eb2523e0dc1d665e13d2ddba27a|8/3/2010 16:29|1|2.6|1|1|3.4|2.6|1|2.6|1.8|2.6|2.6|1.8|1.8|2.6|2.6|2.6|2.6|2.6|2.6|2.6|1|2.6|1|1.8|1.8|1|3.4|2.6|2.6|1|2.6|3.4|2.6|2.6|2.6|3.4|2.6|2.6|2.6|2.6|2.6|3.4|2.6|1.8|2.6|2.6|2.6|2.6|1.8|2.6|3.4|2.6|3.4|2.6|2.6|2.6|2.6|2.6|2.6|2.6|1.8
cc3d569f6d6e7a51e7e0da8533bccdb5|8/3/2010 18:41|1|3.4|5|1|5|5|5|3.4|2.6|5|5|4.2|3.4|4.2|5|5|4.2|5|5|4.2|1|5|5|5|5|2.6|5|3.4|5|4.2|3.4|5|2.6|4.2|4.2|4.2|5|4.2|5|5|5|4.2|4.2|4.2|3.4|4.2|5|4.2|3.4|4.2|1|3.4|5|5|5|3.4|5|4.2|4.2|5|5
2004b8d4fa405a1f3cbcd5578fb019f5|8/4/2010 10:18|1|4.2|3.4|1|4.2|4.2|3.4|4.2|3.4|4.2|3.4|3.4|5|3.4|4.2|5|4.2|3.4|3.4|3.4|3.4|5|3.4|3.4|4.2|1.8|3.4|4.2|3.4|5|3.4|5|1.8|4.2|4.2|4.2|4.2|4.2|5|4.2|4.2|5|4.2|4.2|4.2|3.4|3.4|3.4|2.6|4.2|4.2|4.2|3.4|4.2|4.2|4.2|3.4|4.2|3.4|5|4.2
139f449fa5efcbb39fed8d885db6bcae|8/4/2010 10:59|1|3.4|4.2|3.4|4.2|4.2|2.6|4.2|2.6|5|3.4|3.4|3.4|4.2|4.2|3.4|4.2|2.6|4.2|4.2|2.6|4.2|4.2|3.4|3.4|2.6|5|3.4|4.2|3.4|4.2|5|4.2|3.4|5|4.2|4.2|4.2|5|3.4|4.2|5|4.2|5|5|4.2|2.6|3.4|2.6|4.2|5|4.2|4.2|4.2|5|2.6|4.2|3.4|3.4|5|2.6
139f449fa5efcbb39fed8d885db6bcae|8/4/2010 11:03|1|1.8|2.6|3.4|1.8|2.6|3.4|2.6|3.4|2.6|2.6|2.6|1.8|3.4|2.6|3.4|2.6|1.8|2.6|3.4|3.4|3.4|2.6|1.8|2.6|3.4|2.6|2.6|2.6|3.4|1.8|2.6|2.6|2.6|3.4|2.6|2.6|3.4|3.4|2.6|3.4|3.4|2.6|2.6|2.6|3.4|3.4|2.6|3.4|3.4|3.4|2.6|2.6|3.4|3.4|3.4|3.4|3.4|2.6|3.4|2.6
5ed118144651d80b386a3b3a182db6e7|8/4/2010 13:05|1|3.4|3.4|3.4|3.4|2.6|3.4|1.8|3.4|3.4|2.6|4.2|3.4|3.4|2.6|3.4|2.6|2.6|2.6|2.6|1.8|3.4|3.4|3.4|4.2|1.8|3.4|1.8|4.2|3.4|3.4|3.4|4.2|3.4|3.4|3.4|3.4|3.4|3.4|2.6|3.4|3.4|2.6|2.6|3.4|2.6|2.6|2.6|2.6|4.2|2.6|2.6|3.4|4.2|4.2|2.6|3.4|3.4|4.2|3.4|3.4
d9f68b4b09f4ae201116d2ec1012d16b|8/6/2010 16:13|1|3.4|4.2|2.6|5|5|3.4|3.4|4.2|3.4|2.6|3.4|2.6|4.2|3.4|5|4.2|3.4|2.6|4.2|2.6|3.4|5|3.4|4.2|4.2|5|4.2|3.4|3.4|4.2|4.2|4.2|4.2|3.4|5|5|3.4|5|4.2|3.4|3.4|5|3.4|4.2|4.2|4.2|3.4|3.4|4.2|3.4|3.4|4.2|4.2|3.4|3.4|3.4|4.2|5|3.4|3.4
5fe8268d83c6e0f660b565154f486356|8/6/2010 21:02|1|5|3.4|1|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|3.4|5|5|5|5|2.6|5|5|4.2|5|5|5|5|4.2|5|5|5|5|5|5|5|5|5|5|5|5|5|4.2|4.2|5|5|5|5|5|5|5|5|5|5|5|5
85df6f35e8d8e7a002de24dc59e09ac4|8/8/2010 12:47|1|3.4|2.6|1.8|3.4|5|3.4|4.2|2.6|3.4|2.6|2.6|1.8|3.4|1.8|4.2|3.4|3.4|3.4|3.4|3.4|1.8|3.4|4.2|3.4|4.2|3.4|3.4|1.8|2.6|3.4|3.4|3.4|4.2|3.4|5|3.4|1.8|2.6|4.2|3.4|2.6|1.8|3.4|3.4|4.2|3.4|4.2|4.2|3.4|2.6|2.6|3.4|4.2|3.4|5|3.4|3.4|2.6|2.6|4.2
781a6edf5ee0afeea08c21b800a32c32|8/9/2010 10:09|1|1.8|5|1|3.4|3.4|5|5|3.4|4.2|5|4.2|1.8|5|5|2.6|4.2|4.2|5|2.6|3.4|3.4|4.2|5|4.2|3.4|3.4|3.4|3.4|3.4|2.6|5|3.4|4.2|2.6|3.4|3.4|4.2|4.2|3.4|3.4|5|4.2|5|2.6|4.2|5|4.2|1.8|4.2|4.2|2.6|4.2|5|5|2.6|4.2|2.6|4.2|5|3.4
e0fa1571ae581d7406a55476f8ae15cf|8/9/2010 15:03|1|3.4|2.6|3.4|4.2|3.4|2.6|3.4|3.4|4.2|3.4|2.6|3.4|3.4|3.4|4.2|3.4|4.2|3.4|3.4|1.8|3.4|3.4|3.4|4.2|3.4|3.4|3.4|4.2|2.6|3.4|3.4|2.6|4.2|3.4|3.4|4.2|3.4|4.2|3.4|3.4|3.4|4.2|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|4.2|3.4|4.2|3.4|3.4|3.4|3.4|4.2|3.4
df685ec54af1280d4cacdab9229e67cd|8/9/2010 15:13|1|4.2|4.2|1|5|4.2|3.4|2.6|2.6|4.2|4.2|2.6|3.4|3.4|4.2|5|4.2|4.2|5|5|2.6|1.8|5|4.2|4.2|2.6|5|5|5|2.6|3.4|3.4|5|4.2|4.2|4.2|3.4|3.4|5|4.2|5|4.2|4.2|4.2|4.2|4.2|4.2|4.2|2.6|5|5|4.2|5|3.4|5|3.4|4.2|3.4|5|5|4.2
89c8824d1cf96a89af3cbf2dcc03fcdd|8/9/2010 15:20|1|5|3.4|3.4|5|4.2|3.4|4.2|2.6|5|4.2|4.2|3.4|5|5|4.2|4.2|5|4.2|1.8|1|4.2|5|4.2|5|3.4|5|3.4|5|3.4|3.4|5|4.2|3.4|4.2|5|4.2|4.2|5|4.2|4.2|4.2|4.2|5|4.2|4.2|5|4.2|5|5|4.2|5|4.2|5|5|4.2|4.2|4.2|5|5|4.2
89722da91354a50954747a17ce705419|8/9/2010 16:18|1|4.2|1.8|2.6|4.2|4.2|1|4.2|1|2.6|4.2|5|4.2|5|2.6|4.2|1.8|3.4|2.6|3.4|3.4|4.2|5|2.6|2.6|1|5|2.6|2.6|3.4|1.8|5|4.2|3.4|5|4.2|5|5|5|3.4|4.2|5|5|4.2|5|4.2|2.6|1.8|1|5|1|3.4|4.2|1.8|4.2|4.2|3.4|1.8|4.2|5|1.8
89ef5268065c306790d32fe3e36466df|8/9/2010 16:38|1|2.6|2.6|2.6|5|4.2|5|3.4|4.2|5|4.2|3.4|3.4|3.4|3.4|4.2|4.2|5|5|2.6|1|2.6|4.2|4.2|3.4|1|4.2|2.6|4.2|1.8|4.2|2.6|1.8|4.2|3.4|4.2|5|4.2|5|5|5|3.4|2.6|2.6|2.6|1.8|1.8|5|3.4|4.2|1.8|2.6|4.2|1.8|3.4|3.4|4.2|3.4|4.2|4.2|1
0299255aea377f23c7197f3ced589a6f|8/9/2010 18:04|1|4.2|1.8|1|5|4.2|4.2|4.2|4.2|5|4.2|1.8|4.2|4.2|4.2|5|4.2|5|5|4.2|1|4.2|4.2|5|4.2|1|4.2|4.2|3.4|3.4|4.2|5|2.6|5|5|2.6|5|1.8|5|5|5|2.6|5|1.8|5|5|5|4.2|1.8|4.2|1|5|5|4.2|5|3.4|5|5|5|5|3.4
7f48d42d7711a6e079ca78d3e6070c31|8/9/2010 18:04|1|3.4|4.2|1.8|4.2|5|4.2|3.4|3.4|5|4.2|3.4|3.4|4.2|5|4.2|5|5|4.2|2.6|1|4.2|5|4.2|2.6|4.2|4.2|4.2|4.2|1.8|3.4|5|4.2|3.4|5|3.4|4.2|2.6|4.2|3.4|4.2|5|4.2|4.2|5|4.2|5|3.4|1.8|4.2|3.4|4.2|3.4|3.4|4.2|1.8|5|4.2|5|4.2|5
fef804c6678fbc6ec55c9fe34bbe65bf|8/10/2010 12:12|1|3.4|5|1|5|5|5|5|5|5|4.2|1.8|4.2|2.6|5|4.2|5|5|5|3.4|1.8|1|4.2|5|4.2|4.2|5|4.2|5|1.8|4.2|4.2|5|5|3.4|2.6|5|1.8|5|5|3.4|3.4|5|5|5|5|5|5|1.8|5|5|3.4|5|5|5|3.4|5|5|5|1.8|5
40b5eb74d719aea6144860251638cb9a|8/10/2010 13:58|1|3.4|2.6|1.8|5|5|5|3.4|4.2|5|1.8|3.4|1.8|4.2|4.2|5|5|5|5|4.2|1|1.8|5|5|2.6|1|4.2|4.2|4.2|2.6|4.2|4.2|1|3.4|3.4|1.8|4.2|1.8|5|4.2|4.2|1|4.2|4.2|1|4.2|4.2|3.4|1|4.2|1|1.8|5|5|4.2|2.6|5|1.8|5|2.6|2.6
3849789f4652e2ae2dbff58b89854926|8/10/2010 18:19|1|3.4|3.4|1|4.2|4.2|3.4|4.2|3.4|4.2|4.2|3.4|3.4|4.2|4.2|3.4|4.2|4.2|3.4|3.4|1|4.2|4.2|4.2|3.4|5|4.2|4.2|3.4|3.4|3.4|5|5|4.2|5|3.4|4.2|5|5|4.2|4.2|5|4.2|4.2|5|4.2|4.2|3.4|4.2|5|4.2|5|4.2|4.2|5|4.2|4.2|4.2|4.2|5|3.4
240e69dc2356708f8014d240b0c689de|8/10/2010 18:34|1|5|5|4.2|5|5|5|5|3.4|5|4.2|2.6|3.4|5|4.2|4.2|5|5|5|5|2.6|3.4|4.2|5|5|4.2|5|2.6|5|2.6|5|5|5|5|5|4.2|5|3.4|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
a621eda0e395d0411690a0e2eb32a36f|8/20/2010 0:36|1|2.6|2.6|1.8|3.4|5|4.2|4.2|4.2|4.2|2.6|2.6|3.4|4.2|1.8|3.4|4.2|4.2|3.4|2.6|1.8|3.4|5|5|3.4|1.8|4.2|3.4|4.2|4.2|4.2|5|1.8|3.4|5|4.2|4.2|5|5|4.2|4.2|4.2|4.2|4.2|4.2|4.2|3.4|3.4|3.4|5|3.4|4.2|5|3.4|3.4|2.6|3.4|3.4|4.2|4.2|2.6
f08e24b08c33b8add3ff8ce0d2c9de1a|8/23/2010 15:45|1|3.4|4.2|1.8|5|5|4.2|4.2|4.2|5|5|2.6|4.2|4.2|5|3.4|5|5|5|4.2|1.8|3.4|5|5|5|1.8|5|3.4|4.2|4.2|5|5|5|3.4|4.2|4.2|4.2|3.4|5|5|5|5|4.2|5|5|5|5|5|3.4|4.2|2.6|4.2|5|5|5|4.2|4.2|4.2|5|5|5
36fdee68eaa1f98d3ee3ddd146905a5b|8/23/2010 21:56|1|1.8|2.6|2.6|5|4.2|2.6|2.6|1.8|4.2|3.4|1|1.8|4.2|4.2|3.4|4.2|3.4|3.4|3.4|1|3.4|4.2|3.4|5|3.4|4.2|2.6|4.2|2.6|2.6|4.2|3.4|4.2|2.6|4.2|4.2|2.6|4.2|4.2|2.6|5|4.2|2.6|3.4|3.4|3.4|2.6|3.4|4.2|2.6|4.2|3.4|3.4|2.6|3.4|4.2|2.6|3.4|4.2|3.4
36fdee68eaa1f98d3ee3ddd146905a5b|8/26/2010 10:56|1|2.6|1.8|3.4|5|4.2|3.4|4.2|3.4|3.4|2.6|2.6|3.4|3.4|2.6|4.2|3.4|4.2|3.4|4.2|3.4|4.2|4.2|3.4|4.2|5|3.4|3.4|2.6|3.4|2.6|4.2|4.2|3.4|4.2|3.4|4.2|3.4|4.2|3.4|4.2|4.2|4.2|4.2|4.2|3.4|4.2|2.6|3.4|4.2|3.4|3.4|4.2|4.2|4.2|3.4|2.6|4.2|4.2|4.2|3.4
a9232cd9e427ff0d98c09e6b870e1d5a|8/26/2010 11:11|1|1.8|4.2|1|5|5|4.2|3.4|4.2|5|4.2|1|1.8|3.4|4.2|4.2|5|5|5|2.6|1|1|5|4.2|4.2|1|4.2|4.2|5|1|5|5|4.2|5|5|5|5|4.2|5|3.4|3.4|3.4|5|4.2|4.2|4.2|4.2|3.4|5|4.2|2.6|4.2|4.2|5|4.2|3.4|4.2|5|5|4.2|5
a6be27be5c70298e8c6670dff8fb69d8|8/30/2010 14:48|1|3.4|5|1.8|5|4.2|2.6|5|3.4|5|4.2|3.4|3.4|5|5|4.2|4.2|3.4|4.2|5|1|4.2|5|5|2.6|1.8|3.4|4.2|1.8|3.4|4.2|4.2|3.4|2.6|4.2|2.6|4.2|4.2|4.2|1.8|3.4|5|3.4|2.6|4.2|5|4.2|3.4|1|4.2|4.2|3.4|4.2|5|5|2.6|2.6|4.2|4.2|4.2|1.8
516fa27ca195aa0f4029fb62966a2f31|9/1/2010 13:49|1|4.2|4.2|1.8|4.2|5|5|1.8|5|5|4.2|1.8|4.2|3.4|5|5|5|5|4.2|4.2|1.8|3.4|4.2|4.2|4.2|1|4.2|4.2|5|1|5|5|4.2|5|5|4.2|5|1.8|5|5|5|4.2|4.2|5|5|5|5|4.2|5|4.2|4.2|4.2|5|5|5|1.8|5|5|5|5|5
f5100c494ea70a967fded1cd064a7495|9/1/2010 16:57|1|3.4|3.4|3.4|5|5|5|3.4|4.2|5|5|3.4|3.4|4.2|4.2|4.2|5|5|4.2|4.2|1|3.4|4.2|5|4.2|2.6|5|4.2|3.4|3.4|4.2|4.2|3.4|4.2|4.2|4.2|5|4.2|5|4.2|5|5|4.2|4.2|4.2|3.4|5|5|4.2|4.2|3.4|4.2|3.4|5|4.2|3.4|4.2|4.2|4.2|5|5
dde75da11ddca22874642f3b5cc0a54e|9/2/2010 11:35|1|2.6|2.6|3.4|4.2|4.2|2.6|3.4|3.4|4.2|3.4|3.4|3.4|3.4|3.4|3.4|4.2|4.2|4.2|3.4|2.6|3.4|3.4|3.4|3.4|2.6|4.2|3.4|2.6|3.4|4.2|4.2|3.4|4.2|2.6|4.2|3.4|3.4|4.2|3.4|3.4|2.6|4.2|3.4|3.4|3.4|4.2|3.4|3.4|3.4|3.4|3.4|3.4|4.2|4.2|3.4|4.2|3.4|4.2|3.4|3.4
dde75da11ddca22874642f3b5cc0a54e|9/3/2010 12:40|1|2.6|5|1|4.2|5|5|1.8|4.2|5|5|2.6|5|3.4|5|4.2|5|5|5|4.2|1|5|5|5|2.6|2.6|5|4.2|2.6|1|3.4|4.2|4.2|4.2|4.2|4.2|4.2|2.6|4.2|4.2|4.2|5|4.2|4.2|5|4.2|5|4.2|4.2|4.2|4.2|5|4.2|4.2|5|1.8|4.2|4.2|4.2|4.2|4.2
34be88e52c1a9fa0a596ae0fad509c07|9/3/2010 15:25|1|5|5|1|5|5|5|5|5|5|5|5|4.2|5|5|5|5|5|5|5|1|5|5|5|4.2|1|5|5|1|1|5|5|5|5|5|5|5|4.2|5|5|5|5|4.2|5|5|5|5|5|1|5|5|4.2|5|5|5|5|5|5|5|5|5
dde75da11ddca22874642f3b5cc0a54e|9/10/2010 13:57|1|3.4|3.4|1|5|5|3.4|3.4|3.4|4.2|3.4|1.8|5|5|4.2|4.2|3.4|4.2|4.2|3.4|1.8|3.4|3.4|4.2|3.4|1|5|4.2|3.4|2.6|5|5|3.4|3.4|5|3.4|4.2|3.4|5|4.2|3.4|4.2|3.4|4.2|5|4.2|5|5|3.4|5|3.4|3.4|3.4|5|5|3.4|5|5|5|5|5
dde75da11ddca22874642f3b5cc0a54e|9/10/2010 16:19|1|4.2|4.2|1.8|5|5|4.2|4.2|4.2|5|5|2.6|3.4|4.2|5|5|5|5|4.2|3.4|1.8|2.6|5|5|4.2|1.8|5|3.4|4.2|1.8|5|4.2|4.2|5|5|3.4|5|2.6|5|5|4.2|4.2|3.4|4.2|5|5|3.4|5|3.4|5|3.4|3.4|5|5|4.2|3.4|5|4.2|5|3.4|4.2
dde75da11ddca22874642f3b5cc0a54e|9/17/2010 14:56|1|5|4.2|1.8|4.2|5|4.2|3.4|1.8|4.2|4.2|3.4|3.4|5|5|4.2|4.2|5|4.2|2.6|1|3.4|2.6|4.2|5|1.8|3.4|4.2|4.2|3.4|5|4.2|2.6|1.8|4.2|4.2|4.2|3.4|4.2|4.2|4.2|4.2|4.2|4.2|3.4|3.4|4.2|4.2|4.2|4.2|4.2|4.2|3.4|4.2|4.2|2.6|4.2|4.2|3.4|3.4|4.2
dde75da11ddca22874642f3b5cc0a54e|9/20/2010 11:21|1|3.4|3.4|1.8|5|5|5|4.2|3.4|5|5|1.8|3.4|2.6|5|5|5|5|5|3.4|1|1|4.2|5|3.4|1|5|5|5|1.8|4.2|4.2|4.2|5|4.2|4.2|4.2|3.4|4.2|5|4.2|4.2|3.4|4.2|4.2|4.2|5|5|3.4|4.2|3.4|4.2|3.4|5|5|4.2|5|3.4|5|4.2|5
dde75da11ddca22874642f3b5cc0a54e|9/20/2010 11:21|1|3.4|3.4|1.8|5|5|5|4.2|3.4|5|5|1.8|3.4|2.6|5|5|5|5|5|3.4|1|1|4.2|5|3.4|1|5|5|5|1.8|4.2|4.2|4.2|5|4.2|4.2|4.2|3.4|4.2|5|4.2|4.2|3.4|4.2|4.2|4.2|5|5|3.4|4.2|3.4|4.2|3.4|5|5|4.2|5|3.4|5|4.2|5
dde75da11ddca22874642f3b5cc0a54e|9/27/2010 10:47|1|4.2|4.2|1|5|2.6|2.6|5|2.6|5|4.2|1.8|5|5|5|4.2|5|2.6|2.6|4.2|1|4.2|4.2|2.6|2.6|1|2.6|5|5|2.6|3.4|5|3.4|3.4|4.2|4.2|4.2|4.2|3.4|5|4.2|5|4.2|3.4|4.2|5|4.2|1.8|2.6|5|4.2|5|3.4|5|5|4.2|2.6|4.2|4.2|5|2.6
dde75da11ddca22874642f3b5cc0a54e|9/28/2010 11:08|1|4.2|5|1.8|5|4.2|5|5|2.6|5|5|4.2|4.2|5|5|4.2|4.2|4.2|4.2|3.4|2.6|4.2|4.2|5|3.4|1.8|5|4.2|1.8|4.2|3.4|5|3.4|3.4|5|5|5|5|3.4|4.2|5|5|5|4.2|5|3.4|3.4|4.2|1.8|5|3.4|4.2|3.4|3.4|4.2|5|3.4|3.4|3.4|4.2|3.4
dde75da11ddca22874642f3b5cc0a54e|9/29/2010 14:54|1|4.2|4.2|4.2|5|4.2|4.2|5|4.2|4.2|4.2|4.2|4.2|4.2|5|4.2|4.2|4.2|4.2|4.2|3.4|4.2|4.2|4.2|4.2|3.4|4.2|4.2|2.6|3.4|3.4|4.2|3.4|3.4|5|4.2|4.2|4.2|4.2|3.4|4.2|4.2|5|4.2|4.2|4.2|3.4|4.2|2.6|4.2|3.4|4.2|3.4|4.2|3.4|4.2|2.6|4.2|4.2|4.2|3.4
dde75da11ddca22874642f3b5cc0a54e|9/29/2010 16:47|1|2.6|5|4.2|4.2|4.2|3.4|3.4|2.6|4.2|3.4|4.2|3.4|4.2|5|3.4|4.2|5|3.4|3.4|2.6|5|2.6|2.6|4.2|3.4|2.6|4.2|4.2|2.6|3.4|5|2.6|4.2|2.6|4.2|5|4.2|3.4|4.2|5|3.4|3.4|3.4|5|4.2|4.2|5|3.4|4.2|4.2|3.4|4.2|5|5|3.4|4.2|5|2.6|4.2|4.2
dde75da11ddca22874642f3b5cc0a54e|10/6/2010 11:13|1|5|5|1|5|5|4.2|5|5|5|5|5|4.2|5|5|5|5|4.2|4.2|4.2|1|4.2|5|4.2|4.2|1|5|4.2|5|4.2|5|5|4.2|5|5|3.4|5|5|4.2|5|5|5|4.2|5|5|5|5|4.2|5|5|5|5|5|5|5|4.2|4.2|5|5|5|4.2
dde75da11ddca22874642f3b5cc0a54e|10/13/2010 11:38|1|4.2|5|2.6|3.4|4.2|4.2|4.2|3.4|3.4|4.2|5|4.2|5|5|4.2|4.2|4.2|4.2|4.2|3.4|5|3.4|4.2|4.2|4.2|5|4.2|3.4|4.2|4.2|4.2|4.2|3.4|5|4.2|5|5|4.2|4.2|4.2|5|4.2|4.2|4.2|4.2|3.4|4.2|4.2|5|4.2|4.2|4.2|3.4|4.2|4.2|4.2|4.2|4.2|5|3.4
276127b2b5b84841bc08f9b884036b2c|10/14/2010 16:11|1|4.2|2.6|1.8|3.4|4.2|2.6|3.4|3.4|4.2|3.4|1.8|4.2|3.4|5|4.2|4.2|4.2|2.6|2.6|1.8|2.6|5|2.6|4.2|5|5|5|4.2|2.6|3.4|2.6|4.2|3.4|4.2|4.2|3.4|3.4|5|4.2|5|5|4.2|5|2.6|5|5|3.4|3.4|4.2|5|2.6|3.4|4.2|2.6|4.2|3.4|4.2|4.2|3.4|4.2
dde75da11ddca22874642f3b5cc0a54e|10/18/2010 16:53|1|3.4|4.2|1|4.2|3.4|3.4|3.4|2.6|5|3.4|3.4|3.4|3.4|4.2|3.4|4.2|4.2|3.4|3.4|1.8|4.2|2.6|4.2|3.4|2.6|3.4|4.2|2.6|2.6|3.4|4.2|3.4|4.2|3.4|2.6|5|3.4|3.4|4.2|4.2|4.2|4.2|2.6|3.4|3.4|4.2|4.2|3.4|4.2|5|4.2|3.4|5|4.2|3.4|3.4|3.4|4.2|4.2|3.4
dde75da11ddca22874642f3b5cc0a54e|11/1/2010 12:09|1|4.2|2.6|1|5|4.2|3.4|5|3.4|4.2|4.2|3.4|4.2|5|5|4.2|5|3.4|3.4|4.2|4.2|4.2|3.4|3.4|3.4|1.8|4.2|3.4|3.4|3.4|3.4|4.2|3.4|4.2|4.2|3.4|3.4|3.4|4.2|4.2|4.2|4.2|3.4|3.4|4.2|3.4|3.4|2.6|3.4|4.2|3.4|3.4|3.4|4.2|4.2|2.6|2.6|4.2|3.4|3.4|4.2
dde75da11ddca22874642f3b5cc0a54e|11/4/2010 15:48|1|3.4|4.2|1|4.2|4.2|3.4|5|3.4|5|5|2.6|4.2|4.2|5|4.2|5|4.2|4.2|4.2|1.8|4.2|3.4|5|4.2|3.4|5|3.4|4.2|2.6|4.2|5|5|3.4|4.2|2.6|4.2|4.2|4.2|5|3.4|4.2|5|4.2|4.2|5|4.2|5|3.4|4.2|2.6|4.2|4.2|5|5|1.8|2.6|5|2.6|5|4.2
dde75da11ddca22874642f3b5cc0a54e|11/5/2010 15:11|1|5|4.2|1|5|5|5|4.2|4.2|5|4.2|3.4|4.2|4.2|4.2|5|5|5|5|5|1|3.4|4.2|4.2|3.4|2.6|5|3.4|5|4.2|5|5|4.2|5|4.2|1.8|5|3.4|4.2|4.2|4.2|5|5|4.2|4.2|5|5|5|5|5|5|5|4.2|5|5|4.2|5|4.2|5|1.8|5
